name,brand,price_rub,price_kzt,seller,seller_id,seller_rating,seller_total_sold,seller_age_months,feedbacks,category,source_file,risk_level,publication_date,first_review_datetime
Большие 3D настенные часы наклейка d-50 см стильный интерьер,Соломон,566.0,3396.0,mr.MEOW,3928522.0,4.7,0.0,26.0,0.0,часы настенные,all_products.csv,low,2025-12-23,2026-01-06
Наклейка интерьерная на стену деревня,posuta,672.0,4032.0,АРСЕНАЛ,4396188.0,4.8,0.0,17.0,0.0,наклейки интерьерные,all_products.csv,low,2025-10-28,2025-11-08
Наклейки на стену интерьерные цветы,posuta,600.0,3600.0,АРСЕНАЛ,4396188.0,4.8,0.0,23.0,0.0,наклейки интерьерные,all_products.csv,low,2025-05-20,2025-06-03
Сердечки декоративные набор 200 шт. 1 цвет красный,Страна Карнавалия,276.0,1656.0,БАРВАЛИЯ МАРКЕТ,1273935.0,4.6,0.0,28.0,0.0,фигурки,all_products.csv,low,2024-05-26,2024-06-12
"Декоративные настенные крючки ""Ветки монстеры",Mellingward,536.0,3216.0,ПРЯМОЙ КОНТРАКТ - Официальный магазин,46793.0,4.7,0.0,24.0,0.0,ключницы настенные,all_products.csv,low,2025-02-06,2025-02-13
"Декор настенный ""Кирпичики"" зеркальный 18 элементов",,1059.0,6354.0,ИП Барчукова Анастасия Петровна,158194.0,4.8,0.0,23.0,0.0,декорации настенные,all_products.csv,low,2025-08-04,2025-08-15
"Декор для дома,панно на стену ""Семья""",СИМФОНИЯ,333.0,1998.0,Симфония,35403.0,4.8,19.0,6.0,2.0,декорации настенные,all_products.csv,low,2025-06-30,2025-07-14
Ключница настенная для ключей в прихожую деревянная,Сималенд,831.0,4986.0,UniverseMarket,250019216.0,4.8,0.0,9.0,0.0,ключницы настенные,all_products.csv,low,2025-07-07,2025-07-11
Настенное панно с фоторамками «Розы»,Take it easy,842.0,5052.0,ABC,250008168.0,4.7,0.0,12.0,0.0,декорации настенные,all_products.csv,low,2025-09-12,2025-09-26
"Настенные часы интерьерные, плавный ход, 19 см",Соломон,999.0,5994.0,LeoCity,459743.0,4.6,0.0,31.0,0.0,часы настенные,all_products.csv,low,2024-12-22,2024-12-25
Часы настенные Классика 50x50 см стильный декор,СИМА-ЛЕНД,872.0,5232.0,ЛавМар,250044019.0,4.8,0.0,6.0,0.0,часы настенные,all_products.csv,low,2025-10-07,2025-10-17
Наклейка интерьерная для декора на стену Игра в кальмара,posuta,782.0,4692.0,FAVEGO,924646.0,4.9,9.0,29.0,1.0,наклейки интерьерные,all_products.csv,low,2024-01-20,2024-01-29
"Декор настенный ""Ваза с цветами""",ProMarket 2,1040.0,6240.0,ProMarket2,621346.0,4.7,0.0,4.0,0.0,наклейки интерьерные,all_products.csv,low,2025-12-19,2025-12-24
Декорации для салона красоты,BRAND WOOD,595.0,3570.0,BRAND WOOD,264325.0,4.8,1558.0,31.0,159.0,декорации настенные,all_products.csv,low,2025-03-01,2025-03-18
Наклейки на стену для декора детские 30х120см,УютДеко,340.0,2040.0,УютДеко - Все для дома и декора,4098114.0,4.7,7003.0,39.0,722.0,наклейки интерьерные,all_products.csv,low,2025-03-20,2025-03-23
Наклейки декоративные самоклеящийся на стену 5м 20мм золото,JOYART,612.0,3672.0,JOYART,362848.0,4.9,4662.0,23.0,471.0,наклейки интерьерные,all_products.csv,low,2025-02-19,2025-03-08
Интерьерные наклейки на стену Цветы,Сималенд,1676.0,10056.0,Сима-Ленд - Дом и Сад,45298.0,4.8,176.0,4.0,18.0,декорации настенные,all_products.csv,low,2025-12-24,2025-12-29
Декоративное панно на дверь на выключатель ЛЕВАЯсторона,Pimanoff,381.0,2286.0,Сергей Пиманов,1421530.0,4.9,158.0,12.0,16.0,декоративные полотна,all_products.csv,low,2025-04-06,2025-04-18
Наклейки интерьерные Цветы,QF,613.0,3678.0,aurora borealis,250009445.0,4.8,0.0,22.0,0.0,декорации настенные,all_products.csv,low,2025-12-12,2025-12-16
Наклейки детские интерьерные зеркальные декор на стену па,,790.0,4740.0,Junto,250040290.0,4.7,0.0,21.0,0.0,наклейки интерьерные,all_products.csv,low,2024-10-25,2024-11-09
Интерьерные наклейки Подсолнухи для детского декора,Take it easy,1914.0,11484.0,Империя счастья,340316.0,4.6,0.0,29.0,0.0,наклейки интерьерные,all_products.csv,low,2024-04-19,2024-04-29
"Декоративные крючки из дерева ""Веточка в вазе""",,946.0,5676.0,Магазин Игрушки,250077761.0,4.7,0.0,8.0,0.0,крючки настенные,all_products.csv,low,2025-09-16,2025-09-25
Декоративная подвеска с звездочками для интерьера,,1565.0,9390.0,SERAFIMA,250010176.0,4.1,0.0,12.0,0.0,подвески интерьерные,all_products.csv,medium,2025-04-02,2025-04-10
Интерьерные наклейки с цветами для стильного декора,,2196.0,13176.0,LIPETSMARKET,4474647.0,4.5,0.0,15.0,0.0,декорации настенные,all_products.csv,low,2025-06-15,2025-07-02
Сувенирные шлёпки для интерьера 53х22 см,,1183.0,7098.0,palma.store,1212707.0,4.7,0.0,45.0,0.0,декорации настенные,all_products.csv,low,2022-12-18,2022-12-24
Декор на стену табличка металлическая Мото,Studio decor,1285.0,7710.0,S & N Company,1048925.0,4.9,0.0,7.0,0.0,декорации настенные,all_products.csv,low,2025-10-20,2025-11-04
"Декор настенный ""Цветы"" 124 х 165 см",,2278.0,13668.0,Универмаг. Товары для всех.,4094898.0,4.6,0.0,36.0,0.0,наклейки интерьерные,all_products.csv,low,2023-09-07,2023-09-18
"Интерьерная наклейка 3D Кошка для стен влагостойкая, 5 шт",Take it easy,818.0,4908.0,BCS SHOP,1225886.0,4.6,0.0,29.0,0.0,наклейки интерьерные,all_products.csv,low,2024-09-02,2024-09-18
"Часы настенные 3d ""Квадратиш"" наклейка",,706.0,4236.0,ИП Семенова Н.Н.,4438813.0,4.8,0.0,28.0,0.0,часы настенные,all_products.csv,low,2025-10-13,2025-10-18
"Панно на стену ""Лесной медведь"" с беспроводной подсветкой",,2937.0,17622.0,Димарт Алтай,4182381.0,4.8,19.0,44.0,2.0,декорации настенные,all_products.csv,low,2023-05-06,2023-05-22
"Детские интерьерные наклейки ""Подсолнухи"" 110х94 см",Take it easy,1992.0,11952.0,Аклен-товары для красоты и здоровья,34030.0,4.8,0.0,13.0,0.0,наклейки интерьерные,all_products.csv,low,2025-03-26,2025-04-07
"Наклейки интерьерные ""Ночь"", зеркальные, декор на стену, пан",Take it easy,444.0,2664.0,Трансторг,201766.0,4.7,0.0,48.0,0.0,декорации настенные,all_products.csv,low,2024-01-17,2024-01-22
Стильное декоративное панно из дерева,,2032.0,12192.0,essence,1308792.0,4.7,0.0,35.0,0.0,броши,all_products.csv,low,2025-03-03,2025-03-18
"Панно на стену декоративное интерьерное ""Листочки""",,1496.0,8976.0,Home Decor,248383.0,4.9,445.0,44.0,45.0,декорации настенные,all_products.csv,low,2025-09-17,2025-09-23
Настенный декор с вешалкой «Олень» черный,,911.0,5466.0,Твой Тренд,250015727.0,4.7,0.0,44.0,0.0,декорации настенные,all_products.csv,low,2025-05-19,2025-05-26
Зеркальные наклейки на стену,Mellingward,533.0,3198.0,ПРЯМОЙ КОНТРАКТ - Официальный магазин,46793.0,4.7,2289.0,4.0,236.0,наклейки интерьерные,all_products.csv,low,2025-09-08,2025-09-16
"Ключница настенная ""Дом""",PREZENT,221.0,1326.0,PREZENT,48036.0,4.9,13919.0,30.0,1406.0,ключницы настенные,all_products.csv,low,2025-11-01,2025-11-09
Декоративные крючки для одежды в форме буквы Love,Take it easy,1019.0,6114.0,Soloka,302963.0,4.3,0.0,33.0,0.0,крючки настенные,all_products.csv,medium,2023-08-23,2023-08-31
Декор на стену табличка металлическая Martini,Studio decor,1213.0,7278.0,Studio Decor,4077117.0,4.9,0.0,18.0,0.0,декорации настенные,all_products.csv,low,2025-06-11,2025-06-20
Наклейки декоративные самоклеящийся на стену 5м 15мм серебр,JOYART,616.0,3696.0,JOYART,362848.0,4.9,3573.0,46.0,361.0,наклейки интерьерные,all_products.csv,low,2025-11-30,2025-12-04
Наклейки декоративные самоклеящийся на стену 5м 25мм серебро,JOYART,685.0,4110.0,JOYART,362848.0,4.9,3989.0,44.0,403.0,наклейки интерьерные,all_products.csv,low,2025-05-09,2025-05-23
Декоративные зеркальные цветы для стены,,767.0,4602.0,my sun market,4087554.0,4.7,0.0,23.0,0.0,декорации настенные,all_products.csv,low,2024-03-15,2024-04-01
Зеркальные интерьерные наклейки Карта мира,,3372.0,20232.0,UniverSale,250034515.0,4.7,0.0,9.0,0.0,карты географические,all_products.csv,low,2025-07-20,2025-07-30
"Декор на стену «Динозавр», 5 карточек в комплекте",Страна Карнавалия,422.0,2532.0,IVAHOUSE,250056210.0,4.7,0.0,1.0,0.0,наклейки интерьерные,all_products.csv,low,2025-12-13,2025-12-23
Цветочные настенные наклейки для интерьера,Декорация настенная,2212.0,13272.0,ЯR,250034683.0,4.7,0.0,15.0,0.0,декорации настенные,all_products.csv,low,2024-11-10,2024-11-24
"Декоративная панель ""Высокий мох"", 25x25 см",Greengo,443.0,2658.0,Магазин для Жизни,250041456.0,4.8,0.0,8.0,0.0,декорации настенные,all_products.csv,low,2025-11-04,2025-11-08
Наклейки интерьерные цветы на стену,stiker,274.0,1644.0,Stiker,437712.0,4.9,2851.0,46.0,288.0,наклейки интерьерные,all_products.csv,low,2022-12-07,2022-12-21
Настенное панно Рыбка 16х5 см для стильного интерьера,Take it easy,947.0,5682.0,mr.MEOW,3928522.0,4.7,0.0,41.0,0.0,декорации настенные,all_products.csv,low,2025-10-16,2025-10-26
"Декор настенный ""Цветы"", 124 х 165 см",Барсоня наклейки интерьерные,2201.0,13206.0,Барсоня,420481.0,4.7,0.0,25.0,0.0,наклейки интерьерные,all_products.csv,low,2024-07-31,2024-08-11
Декоративное панно на розетку на выключатель Котик,Pimanoff,116.0,696.0,Сергей Пиманов,1421530.0,4.9,3009.0,37.0,304.0,декорации настенные,all_products.csv,low,2022-12-20,2023-01-03
Интерьерные наклейки с котиками для стильного декора,,1162.0,6972.0,RUNE,257585.0,4.7,0.0,48.0,0.0,декорации настенные,all_products.csv,low,2024-06-17,2024-06-21
